debut_utc,fin_utc,dt_min,pdc_communs,horodatage_avance,pct_horodatage_avance,etat_ou_occupation_change,pct_change,entrees,sorties,pdc_flux
2026-09-18T22:35:00+00:00,2026-09-18T22:40:00+00:00,5.0,110775,1083,0.9777,408,0.3683,0,0,110775
2026-09-18T22:40:00+00:00,2026-09-18T22:45:00+00:00,5.0,110775,1081,0.9759,372,0.3358,0,0,110775
2026-09-18T22:45:00+00:00,2026-09-18T22:50:00+00:00,5.0,110775,1084,0.9786,379,0.3421,0,0,110775
2026-09-18T22:50:00+00:00,2026-09-18T22:54:59+00:00,4.98,110775,1170,1.0562,444,0.4008,0,0,110775
2026-09-18T22:54:59+00:00,2026-09-18T22:59:59+00:00,5.0,110775,1068,0.9641,385,0.3476,0,0,110775
2026-09-18T22:59:59+00:00,2026-09-18T23:05:00+00:00,5.02,110775,1446,1.3053,472,0.4261,2,0,110777
2026-09-18T23:05:00+00:00,2026-09-18T23:09:59+00:00,4.98,110777,1105,0.9975,416,0.3755,0,0,110777
2026-09-18T23:09:59+00:00,2026-09-18T23:14:59+00:00,5.0,110777,963,0.8693,286,0.2582,0,0,110777
2026-09-18T23:14:59+00:00,2026-09-18T23:19:59+00:00,5.0,110777,925,0.835,304,0.2744,0,0,110777
2026-09-18T23:19:59+00:00,2026-09-18T23:24:59+00:00,5.0,110777,1011,0.9126,348,0.3141,0,0,110777
